https://www.youtube.com/yt/policyandsafety/, OK
https://www.youtube.com/yt/dev/, OK
https://www.google.com/intl/en/policies/privacy/, N_OK
https://m.youtube.com/watch?v=2prmp17m9m4, OK
https://www.youtube.com/opensearch?locale=en_us, OK
https://plus.google.com/+youtube, N_OK
https://support.google.com/youtube/?hl=en, N_OK
https://www.youtube.com/yts/img/favicon_96-vfldsa3ca.png, OK
https://accounts.google.com/servicelogin?continue=https%3a%2f%2fwww.youtube.com%2fsignin%3faction_handle_signin%3dtrue%26app%3ddesktop%26feature%3dplaylist%26hl%3den%26next%3d%252fwatch%253fv%253d2prmp17m9m4&hl=en&passive=true&service=youtube&uilel=3, OK
https://www.youtube.com/t/terms, OK
https://www.youtube.com/yts/cssbin/www-watch-transcript-vflp9_n_i.css, OK
https://www.youtube.com/yts/cssbin/www-player-vflphekob.css, OK
https://www.youtube.com/yts/img/favicon_48-vfl1s0rgh.png, OK
https://www.youtube.com/watch?v=ya6wdhs2oys, OK
https://www.youtube.com/watch?v=07fpc-tipdm, OK
https://www.youtube.com/watch?v=i2tgg83hmdo, OK
https://www.youtube.com/yt/advertise/, OK
https://www.google.com/get/videoqualityreport/?v=2prmp17m9m4, N_OK
https://www.youtube.com/yt/copyright/, OK
http://www.youtube.com/oembed?format=json&url=https%3a%2f%2fwww.youtube.com%2fwatch%3fv%3d2prmp17m9m4, OK
https://www.youtube.com/yts/img/favicon_144-vflwmzoxw.png, OK
https://www.youtube.com/watch?v=h7m2dubp9so, OK
https://www.youtube.com/watch?v=yeajdzjcwkw, OK
https://www.youtube.com/yts/img/favicon_32-vfl8ngn4k.png, OK
https://www.youtube.com/watch?v=rd203eejfuk, OK
https://www.youtube.com/watch?v=azwgjmcf7bo, OK
https://www.youtube.com/yts/cssbin/www-pageframe-vfl1hu8te.css, OK
https://www.youtube.com/yts/img/pixel-vfl3z5wfw.gif, OK
https://www.youtube.com/watch?v=3kx3uqme_ma, OK
https://accounts.google.com/servicelogin?continue=https%3a%2f%2fwww.youtube.com%2fsignin%3faction_handle_signin%3dtrue%26app%3ddesktop%26feature%3d__feature__%26hl%3den%26next%3d%252fwatch%253fv%253d2prmp17m9m4&hl=en&passive=true&service=youtube&uilel=3, OK
https://www.youtube.com/timedtext_video?auto=yes&bl=watch&ref=wt&v=2prmp17m9m4, OK
https://www.youtube.com/manifest.json, OK
https://www.youtube.com/watch?v=w4ar91waycw, OK
https://youtu.be/2prmp17m9m4, N_OK
http://www.youtube.com/oembed?format=xml&url=https%3a%2f%2fwww.youtube.com%2fwatch%3fv%3d2prmp17m9m4, OK
https://www.youtube.com/watch?v=cwlk5ggklgw, OK
https://www.youtube.com/watch?v=zc6vgceg6ti, OK
https://www.youtube.com/watch?v=ycszfxqui2y, OK
https://www.youtube.com/testtube, OK
https://www.youtube.com/user/sailorpap, OK
https://www.youtube.com/yt/press/, OK
https://www.youtube.com/watch?v=5r33vbydi-k, OK
https://www.youtube.com/watch?v=xoybdgue9fw, OK
https://www.youtube.com/, OK
https://www.youtube.com/watch?v=ep00jf2cr4o, OK
https://www.youtube.com/watch?v=zydeghlfd2i, OK
https://www.youtube.com/watch?v=zearifqoli4, OK
https://www.youtube.com/channel/uc-9-kytw8zkzndhqj6fgpwq, OK
https://www.youtube.com/feed/history, OK
https://www.youtube.com/yt/about/, OK
https://www.youtube.com/yt/creators/, OK
https://www.youtube.com/watch?list=rd2prmp17m9m4&v=2prmp17m9m4, OK
https://www.youtube.com/watch?v=m-dv8gx6rl8, OK
https://www.youtube.com/upload, OK
https://www.youtube.com/watch?v=ql34leom4ok, OK
https://s.ytimg.com/yts/img/favicon-vflz7uhzw.ico, N_OK
https://www.youtube.com/embed/2prmp17m9m4, OK
https://www.youtube.com/channel/ucpbkurjhs_qalv01izqtq7g, OK
https://www.youtube.com/yts/cssbin/www-core-vflpxnbww.css, OK
http://www.youtube.com, OK
https://www.youtube.com/user/sailorpap, OK
https://i.ytimg.com/vi/2prmp17m9m4/hqdefault.jpg, N_OK
https://www.youtube.com/embed/2prmp17m9m4?feature=oembed, OK
https://www.youtube.com, OK
